time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,dia,trimestre,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,estacion,count,weathercode_1,weathercode_2,weathercode_3,weathercode_51,weathercode_53,weathercode_55,weathercode_61,weathercode_63,weathercode_65,weathercode_71
2018-04-10,20.6,15.6,17.2,23.1,16.1,18.0,12.4,12.4,0.0,17,12.2,26.3,59,7.19,1.39,1,15,15,2018,4,10,2,0,0,0,1,1,129,0,0,0,0,0,0,1,0,0,0
2017-09-03,30.1,22.5,25.9,32.5,25.9,28.5,0.2,0.2,0.0,2,11.1,30.6,101,17.22,4.11,6,37,37,2017,9,3,3,1,0,0,0,3,46,0,0,0,1,0,0,0,0,0,0
2022-06-09,32.8,22.6,27.2,34.1,26.5,29.8,0.0,0.0,0.0,0,19.0,45.7,340,23.2,5.73,3,24,24,2022,6,9,2,0,0,0,1,2,80,0,1,0,0,0,0,0,0,0,0
2018-11-03,25.4,14.3,19.5,27.3,13.5,20.3,0.0,0.0,0.0,0,10.2,25.9,124,18.82,3.45,5,44,44,2018,11,3,4,1,0,0,0,3,95,1,0,0,0,0,0,0,0,0,0
2022-09-04,27.0,21.8,23.5,29.0,24.9,26.7,18.2,18.2,0.0,19,12.3,34.9,3,12.9,2.69,6,37,37,2022,9,4,3,1,0,1,0,3,41,0,0,0,0,0,0,0,1,0,0
2022-11-15,17.2,11.1,14.4,16.2,8.6,12.3,0.0,0.0,0.0,0,14.9,34.9,15,17.57,3.02,1,47,47,2022,11,15,4,0,0,0,1,3,116,1,0,0,0,0,0,0,0,0,0
2018-07-01,32.0,23.2,27.4,37.3,26.2,30.6,0.1,0.1,0.0,1,11.5,24.1,116,24.76,5.6,6,27,27,2018,7,1,3,1,0,0,0,2,52,0,0,0,1,0,0,0,0,0,0
2017-08-27,33.9,23.8,29.4,35.0,25.8,30.7,0.0,0.0,0.0,0,19.5,47.2,319,23.34,6.28,6,36,36,2017,8,27,3,1,0,1,0,2,60,0,1,0,0,0,0,0,0,0,0
2021-06-12,33.9,23.8,28.5,34.5,25.7,29.3,0.0,0.0,0.0,0,18.0,45.7,118,25.2,6.76,5,24,24,2021,6,12,2,1,0,0,0,2,85,1,0,0,0,0,0,0,0,0,0
2020-10-19,30.4,19.0,24.6,31.9,20.2,26.0,0.0,0.0,0.0,0,10.7,28.1,120,21.27,4.58,0,43,43,2020,10,19,4,0,0,0,1,3,62,0,0,0,0,0,0,0,0,0,0
2022-10-08,20.5,18.0,19.3,22.6,19.9,21.3,14.8,14.8,0.0,20,6.8,19.1,359,4.71,1.01,5,41,41,2022,10,8,4,1,0,0,0,3,69,0,0,0,0,0,0,0,1,0,0
2019-04-06,30.3,17.1,23.9,30.6,17.9,24.8,0.0,0.0,0.0,0,12.5,30.6,304,25.8,5.47,5,14,14,2019,4,6,2,1,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0
2022-02-19,16.5,7.7,12.0,13.3,4.6,8.8,0.0,0.0,0.0,0,15.8,37.1,357,20.53,3.64,5,8,8,2022,2,19,1,1,0,0,0,4,66,1,0,0,0,0,0,0,0,0,0
2017-07-16,34.1,21.7,27.8,35.9,23.1,29.6,1.1,1.1,0.0,3,13.7,37.8,98,24.67,5.74,6,30,30,2017,7,16,3,1,0,0,0,2,41,0,0,0,0,1,0,0,0,0,0
2018-12-29,13.0,8.3,11.0,12.7,6.7,10.1,6.4,6.4,0.0,19,9.4,21.6,57,3.65,0.59,5,52,52,2018,12,29,4,1,0,0,0,4,106,0,0,0,0,1,0,0,0,0,0
2019-01-25,16.0,9.6,12.6,14.1,7.7,10.8,0.2,0.2,0.0,1,16.5,39.6,93,12.03,1.94,4,4,4,2019,1,25,1,0,0,0,1,4,99,0,0,0,1,0,0,0,0,0,0
2021-09-05,33.0,22.7,27.8,36.0,24.4,29.4,0.0,0.0,0.0,0,13.0,33.8,110,23.0,5.86,6,37,37,2021,9,5,3,1,0,0,0,3,48,1,0,0,0,0,0,0,0,0,0
2019-03-30,27.8,16.6,21.3,31.2,17.2,22.6,8.3,8.3,0.0,6,15.8,36.0,15,21.05,4.27,5,13,13,2019,3,30,1,1,0,0,0,1,72,0,0,0,0,0,0,1,0,0,0
2019-05-27,32.2,21.1,26.7,36.0,24.3,29.6,0.0,0.0,0.0,0,13.7,33.1,112,24.09,5.58,0,22,22,2019,5,27,2,0,0,0,1,1,69,0,1,0,0,0,0,0,0,0,0
2021-01-19,23.5,12.6,18.1,23.3,11.5,17.6,0.0,0.0,0.0,0,10.5,24.8,40,15.38,2.92,1,4,4,2021,1,19,1,0,0,0,1,4,70,0,0,1,0,0,0,0,0,0,0
2018-01-09,20.8,11.4,15.6,19.7,9.8,14.2,0.0,0.0,0.0,0,10.8,25.9,111,16.39,2.89,1,2,2,2018,1,9,1,0,0,0,1,4,103,1,0,0,0,0,0,0,0,0,0
2020-07-19,28.8,22.4,25.6,33.1,26.1,28.9,2.4,2.4,0.0,11,12.9,36.4,110,16.24,3.71,6,30,30,2020,7,19,3,1,0,0,0,2,30,0,0,0,1,0,0,0,0,0,0
2020-08-30,34.4,24.1,28.9,38.2,27.7,32.0,0.0,0.0,0.0,0,12.4,30.6,106,24.74,5.94,6,36,36,2020,8,30,3,1,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0
2020-11-07,25.0,14.7,19.2,24.4,14.8,18.7,0.0,0.0,0.0,0,14.8,36.4,102,18.55,3.78,5,45,45,2020,11,7,4,1,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0
2018-08-09,33.4,22.8,27.6,35.1,25.1,29.4,0.2,0.2,0.0,1,15.3,40.7,107,24.75,6.1,3,32,32,2018,8,9,3,0,0,1,1,2,74,0,0,0,1,0,0,0,0,0,0
2021-05-06,28.8,19.3,23.5,29.8,21.3,25.2,1.2,1.2,0.0,6,15.6,37.4,104,20.23,4.44,3,19,19,2021,5,6,2,0,0,1,1,1,93,0,0,0,1,0,0,0,0,0,0
2019-02-25,20.0,9.7,14.8,20.0,8.0,13.8,0.0,0.0,0.0,0,13.4,36.0,94,20.19,3.3,0,9,9,2019,2,25,1,0,0,0,1,4,110,0,1,0,0,0,0,0,0,0,0
2019-10-01,30.6,21.6,25.6,32.2,24.9,28.1,0.0,0.0,0.0,0,19.0,45.0,112,18.55,4.36,1,40,40,2019,10,1,4,0,0,0,1,3,117,0,1,0,0,0,0,0,0,0,0
2018-10-14,30.7,22.0,26.3,35.3,25.5,29.8,0.0,0.0,0.0,0,11.0,31.7,96,18.9,4.14,6,42,42,2018,10,14,4,1,0,0,0,3,46,1,0,0,0,0,0,0,0,0,0
2021-05-04,27.5,19.4,24.7,28.3,18.4,24.7,0.4,0.4,0.0,1,23.7,57.6,328,21.04,5.1,1,19,19,2021,5,4,2,0,0,0,1,1,52,0,0,0,1,0,0,0,0,0,0
2022-07-17,35.9,23.4,29.2,35.5,24.5,29.6,0.0,0.0,0.0,0,18.8,42.8,338,27.77,7.59,6,30,30,2022,7,17,3,1,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0
2019-09-20,29.5,22.5,25.7,33.8,26.3,29.1,0.0,0.0,0.0,0,15.5,38.2,113,18.59,4.02,4,38,38,2019,9,20,3,0,0,0,1,3,85,0,0,1,0,0,0,0,0,0,0
2021-02-28,30.0,18.7,23.8,31.7,19.7,25.1,0.0,0.0,0.0,0,10.5,27.4,116,20.05,4.26,6,10,10,2021,2,28,1,1,0,0,0,4,33,0,1,0,0,0,0,0,0,0,0
2021-04-23,31.0,18.6,23.8,33.9,20.5,26.0,0.0,0.0,0.0,0,14.8,36.7,109,26.73,5.62,4,17,17,2021,4,23,2,0,0,0,1,1,80,0,0,1,0,0,0,0,0,0,0
2021-02-16,10.6,-2.0,4.1,6.8,-5.9,0.5,0.0,0.0,0.0,0,16.8,40.0,95,21.0,2.43,1,8,8,2021,2,16,1,0,0,0,1,4,50,1,0,0,0,0,0,0,0,0,0
2020-12-26,19.4,8.0,13.2,16.5,4.5,10.1,0.0,0.0,0.0,0,8.7,22.3,99,16.27,3.08,5,52,52,2020,12,26,4,1,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0
2021-05-09,38.5,23.0,30.6,39.5,24.6,31.4,0.0,0.0,0.0,0,10.5,29.5,183,28.48,7.05,6,20,20,2021,5,9,2,1,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0
2020-06-20,32.2,21.4,26.8,35.6,24.5,30.0,0.0,0.0,0.0,0,16.0,40.3,107,26.02,5.92,5,25,25,2020,6,20,2,1,0,0,0,2,53,0,0,1,0,0,0,0,0,0,0
2021-08-08,35.3,23.1,28.5,38.0,25.3,30.6,0.0,0.0,0.0,0,19.3,44.6,113,27.93,6.97,6,33,33,2021,8,8,3,1,0,1,0,2,45,0,0,0,0,0,0,0,0,0,0
2022-06-19,31.7,21.1,26.6,32.7,23.8,27.8,0.0,0.0,0.0,0,20.9,50.8,337,24.27,6.21,6,26,26,2022,6,19,2,1,0,1,0,2,51,1,0,0,0,0,0,0,0,0,0
2017-02-26,27.7,14.5,20.3,28.5,14.6,20.8,1.7,1.7,0.0,8,11.0,30.2,108,20.03,4.1,6,10,10,2017,2,26,1,1,0,1,0,4,35,0,0,0,1,0,0,0,0,0,0
2018-06-21,24.3,22.2,23.3,28.2,26.3,27.1,64.2,64.2,0.0,21,6.5,28.8,330,3.96,1.05,3,25,25,2018,6,21,2,0,0,0,1,2,94,0,0,0,0,0,0,0,0,1,0
2022-08-16,33.4,22.3,27.1,34.8,26.0,29.5,0.0,0.0,0.0,0,20.3,54.7,339,23.6,5.88,1,34,34,2022,8,16,3,0,0,0,1,2,83,0,1,0,0,0,0,0,0,0,0
2018-06-25,27.1,21.6,24.1,32.5,25.0,27.9,5.4,5.4,0.0,9,9.7,31.7,102,16.66,3.33,0,26,26,2018,6,25,2,0,0,0,1,2,69,0,0,0,0,0,0,1,0,0,0
2018-02-25,24.7,18.3,21.6,27.4,18.2,22.7,0.0,0.0,0.0,0,11.8,25.6,84,18.01,3.52,6,9,9,2018,2,25,1,1,0,1,0,4,52,0,0,1,0,0,0,0,0,0,0
2021-09-22,23.3,21.6,22.3,26.0,21.9,23.9,17.5,17.5,0.0,12,15.7,31.0,351,9.46,2.09,2,39,39,2021,9,22,3,0,0,0,1,3,65,0,0,0,0,0,0,0,1,0,0
2019-08-19,35.1,24.5,29.4,37.0,27.6,31.5,0.0,0.0,0.0,0,18.7,45.7,109,26.61,7.05,0,34,34,2019,8,19,3,0,0,0,1,2,84,1,0,0,0,0,0,0,0,0,0
2019-08-24,33.7,25.4,29.2,37.3,28.5,32.4,0.3,0.3,0.0,2,9.9,24.5,14,18.75,4.52,5,34,34,2019,8,24,3,1,0,0,0,2,80,0,0,0,1,0,0,0,0,0,0
2019-03-05,10.4,3.0,6.1,7.9,-0.4,2.9,0.0,0.0,0.0,0,13.7,27.7,70,19.9,2.61,1,10,10,2019,3,5,1,0,0,0,1,1,93,1,0,0,0,0,0,0,0,0,0
2022-09-06,24.9,21.5,22.8,28.9,25.2,26.7,32.4,32.4,0.0,24,7.8,26.3,8,10.07,1.97,1,37,37,2022,9,6,3,0,0,0,1,3,80,0,0,0,0,0,0,0,1,0,0
2021-07-18,31.6,22.1,26.4,34.7,24.3,28.8,0.0,0.0,0.0,0,15.8,39.2,108,27.58,6.13,6,30,30,2021,7,18,3,1,0,0,0,2,57,1,0,0,0,0,0,0,0,0,0
2022-01-16,18.4,7.3,12.4,15.7,4.2,9.2,0.0,0.0,0.0,0,9.0,22.7,5,18.09,3.32,6,4,4,2022,1,16,1,1,0,1,0,4,40,0,0,0,0,0,0,0,0,0,0
2018-09-29,25.5,20.5,22.3,28.9,23.6,25.6,2.3,2.3,0.0,11,12.0,31.3,96,13.43,2.58,5,39,39,2018,9,29,3,1,0,0,0,3,82,0,0,0,1,0,0,0,0,0,0
2019-06-28,29.3,20.3,24.6,31.8,22.4,26.8,0.0,0.0,0.0,0,18.5,46.8,113,27.08,5.57,4,26,26,2019,6,28,2,0,0,0,1,2,102,1,0,0,0,0,0,0,0,0,0
2022-07-23,34.6,22.5,28.2,36.0,25.5,29.9,0.0,0.0,0.0,0,20.0,52.2,339,25.42,6.66,5,30,30,2022,7,23,3,1,0,0,0,2,60,1,0,0,0,0,0,0,0,0,0
2017-10-15,26.9,19.0,22.5,30.2,19.7,24.6,4.4,4.4,0.0,7,10.1,27.7,24,19.09,3.69,6,43,43,2017,10,15,4,1,0,1,0,3,74,0,0,0,0,0,0,1,0,0,0
2017-02-04,18.7,12.1,15.2,18.5,11.8,15.4,3.0,3.0,0.0,12,11.7,29.9,88,13.4,2.12,5,6,6,2017,2,4,1,1,0,0,0,4,89,0,0,0,0,1,0,0,0,0,0
2018-04-09,27.8,18.6,22.9,31.1,19.2,24.4,1.1,1.1,0.0,2,12.6,29.2,62,22.5,4.64,0,15,15,2018,4,9,2,0,0,0,1,1,107,0,0,0,0,1,0,0,0,0,0
2021-11-24,25.7,14.7,19.7,26.4,14.0,20.4,0.0,0.0,0.0,0,9.5,24.5,113,15.35,2.87,2,48,48,2021,11,24,4,0,0,0,1,3,83,0,1,0,0,0,0,0,0,0,0
2022-09-16,29.1,20.9,24.7,31.6,24.3,27.6,0.1,0.1,0.0,1,15.2,37.1,348,19.5,4.17,4,38,38,2022,9,16,3,0,1,0,0,3,49,0,0,0,1,0,0,0,0,0,0
2017-03-18,26.7,15.2,21.0,28.0,15.1,21.3,0.0,0.0,0.0,0,13.9,36.4,121,24.07,4.89,5,12,12,2017,3,18,1,1,0,0,0,1,67,1,0,0,0,0,0,0,0,0,0
2018-09-04,30.2,23.5,26.8,33.6,27.3,30.2,0.9,0.9,0.0,3,11.6,33.1,88,18.75,4.12,1,36,36,2018,9,4,3,0,0,0,1,3,96,0,0,0,0,1,0,0,0,0,0
2021-04-29,28.1,21.3,25.1,29.4,21.5,25.5,0.2,0.2,0.0,1,16.6,46.1,358,25.25,5.79,3,18,18,2021,4,29,2,0,0,0,1,1,67,0,0,0,1,0,0,0,0,0,0
2017-04-07,24.7,13.1,18.7,24.3,12.4,17.9,0.0,0.0,0.0,0,17.7,42.8,107,21.37,4.36,4,15,15,2017,4,7,2,0,0,0,1,1,88,0,0,1,0,0,0,0,0,0,0
2018-06-08,32.4,21.5,27.1,33.0,24.4,28.5,0.0,0.0,0.0,0,19.7,46.4,115,24.89,6.4,4,23,23,2018,6,8,2,0,0,0,1,2,104,1,0,0,0,0,0,0,0,0,0
2021-10-23,27.2,19.3,22.9,29.5,21.7,25.3,0.0,0.0,0.0,0,11.2,26.3,116,18.03,3.54,5,43,43,2021,10,23,4,1,0,0,0,3,63,0,1,0,0,0,0,0,0,0,0
2017-07-13,27.6,21.6,24.5,30.3,24.9,27.5,1.3,1.3,0.0,8,11.4,32.8,117,12.64,2.88,3,29,29,2017,7,13,3,0,0,0,1,2,80,0,0,0,1,0,0,0,0,0,0
2022-04-28,28.3,17.6,22.5,30.9,18.9,24.5,0.4,0.4,0.0,4,14.0,31.3,335,25.33,5.01,3,18,18,2022,4,28,2,0,0,0,1,1,88,0,0,0,1,0,0,0,0,0,0
2019-02-26,24.8,14.8,19.1,26.6,14.5,20.2,0.5,0.5,0.0,4,9.0,20.5,69,18.99,3.49,1,9,9,2019,2,26,1,0,0,0,1,4,87,0,0,0,1,0,0,0,0,0,0
2022-03-05,28.9,15.0,21.6,30.5,15.0,22.3,0.0,0.0,0.0,0,11.3,30.2,339,21.45,4.46,5,10,10,2022,3,5,1,1,0,0,0,1,76,0,0,1,0,0,0,0,0,0,0
2021-07-11,27.6,22.4,24.9,32.8,26.4,28.7,1.8,1.8,0.0,7,10.5,30.6,100,19.32,3.9,6,29,29,2021,7,11,3,1,0,1,0,2,38,0,0,0,0,1,0,0,0,0,0
2017-07-31,36.3,25.7,30.8,37.7,28.5,32.4,0.0,0.0,0.0,0,14.7,39.2,100,26.89,7.19,0,32,32,2017,7,31,3,0,0,0,1,2,70,1,0,0,0,0,0,0,0,0,0
2022-09-09,30.2,22.4,26.4,34.0,24.5,29.0,0.0,0.0,0.0,0,8.4,21.6,326,22.85,4.9,4,37,37,2022,9,9,3,0,0,0,1,3,103,1,0,0,0,0,0,0,0,0,0
2022-05-10,32.8,23.5,28.1,35.7,27.0,31.2,0.0,0.0,0.0,0,18.9,42.1,336,20.18,5.09,1,20,20,2022,5,10,2,0,0,0,1,1,93,0,0,1,0,0,0,0,0,0,0
2020-09-06,25.0,20.5,22.2,28.3,23.8,25.7,10.4,10.4,0.0,18,8.5,24.5,79,9.87,2.0,6,37,37,2020,9,6,3,1,0,1,0,3,45,0,0,0,0,0,0,1,0,0,0
2021-01-30,30.4,13.2,21.2,31.2,12.4,21.3,0.0,0.0,0.0,0,9.2,22.0,117,17.97,3.65,5,5,5,2021,1,30,1,1,0,0,0,4,81,0,1,0,0,0,0,0,0,0,0
2021-01-20,16.8,14.0,15.3,17.7,14.2,15.7,3.9,3.9,0.0,12,7.5,19.1,39,6.24,1.1,2,4,4,2021,1,20,1,0,0,0,1,4,85,0,0,0,0,1,0,0,0,0,0
2018-04-03,31.6,18.7,24.7,34.6,20.3,26.2,0.7,0.7,0.0,3,14.7,40.0,85,23.03,5.03,1,14,14,2018,4,3,2,0,0,0,1,1,108,0,0,0,1,0,0,0,0,0,0
2021-01-09,11.2,8.1,9.6,9.6,6.4,8.2,5.7,5.7,0.0,22,10.9,29.2,85,5.38,0.77,5,2,2,2021,1,9,1,1,0,0,0,4,121,0,0,0,0,1,0,0,0,0,0
2020-10-14,30.8,18.1,24.9,34.3,19.8,27.5,0.0,0.0,0.0,0,8.5,23.8,130,20.88,4.42,2,42,42,2020,10,14,4,0,0,0,1,3,63,0,1,0,0,0,0,0,0,0,0
2020-08-19,31.0,22.1,27.1,34.0,24.1,29.4,0.0,0.0,0.0,0,10.0,29.2,116,23.08,5.16,2,34,34,2020,8,19,3,0,0,0,1,2,59,1,0,0,0,0,0,0,0,0,0
2022-01-05,25.8,8.4,17.7,23.6,5.2,15.5,0.0,0.0,0.0,0,8.7,19.8,274,16.95,3.5,2,2,2,2022,1,5,1,0,0,0,1,4,83,0,0,0,0,0,0,0,0,0,0
2022-06-27,31.7,23.1,27.3,34.9,25.9,29.6,0.4,0.4,0.0,2,11.2,29.9,358,23.51,5.52,0,27,27,2022,6,27,2,0,0,0,1,2,91,0,0,0,1,0,0,0,0,0,0
2017-10-02,27.3,20.5,23.7,30.3,23.7,26.6,0.0,0.0,0.0,0,14.8,36.0,105,17.75,3.49,0,41,41,2017,10,2,4,0,0,0,1,3,71,0,0,1,0,0,0,0,0,0,0
2019-05-14,24.2,19.7,21.8,27.7,22.7,24.9,7.6,7.6,0.0,17,8.9,25.2,72,14.59,2.76,1,20,20,2019,5,14,2,0,0,0,1,1,81,0,0,0,0,0,0,1,0,0,0
2021-02-19,11.3,0.4,5.4,9.0,-2.8,2.5,0.0,0.0,0.0,0,13.2,31.0,77,21.84,2.7,4,8,8,2021,2,19,1,0,0,0,1,4,72,1,0,0,0,0,0,0,0,0,0
2022-01-27,14.0,10.3,12.1,13.3,9.7,11.6,5.1,5.1,0.0,23,9.8,23.0,25,6.03,0.93,3,5,5,2022,1,27,1,0,0,0,1,4,67,0,0,0,0,1,0,0,0,0,0
2019-03-31,16.4,8.5,10.7,16.1,6.0,8.6,12.5,12.5,0.0,13,13.2,32.8,27,8.5,1.4,6,14,14,2019,3,31,1,1,0,1,0,1,52,0,0,0,0,0,0,1,0,0,0
2017-10-21,27.6,19.0,22.7,31.6,20.8,25.4,0.0,0.0,0.0,0,10.6,23.0,115,17.01,3.34,5,43,43,2017,10,21,4,1,0,0,0,3,96,0,0,1,0,0,0,0,0,0,0
2018-04-17,31.7,16.0,23.6,32.4,15.7,23.6,0.0,0.0,0.0,0,14.0,32.8,114,26.97,6.15,1,16,16,2018,4,17,2,0,0,0,1,1,115,1,0,0,0,0,0,0,0,0,0
2018-01-30,17.3,10.1,12.8,13.7,6.3,9.4,0.0,0.0,0.0,0,20.1,47.2,110,18.42,3.64,1,5,5,2018,1,30,1,0,0,0,1,4,92,0,1,0,0,0,0,0,0,0,0
2022-06-04,32.8,22.3,27.4,35.7,24.7,29.5,0.0,0.0,0.0,0,12.6,30.6,339,28.07,6.54,5,23,23,2022,6,4,2,1,0,0,0,2,74,0,0,0,0,0,0,0,0,0,0
2018-05-13,30.1,19.1,24.7,33.8,21.2,27.7,0.3,0.3,0.0,2,11.6,31.3,111,23.68,4.97,6,20,20,2018,5,13,2,1,0,0,0,1,41,0,0,0,1,0,0,0,0,0,0
2018-07-25,34.2,26.8,30.0,38.2,28.0,32.5,1.0,1.0,0.0,2,9.7,28.8,89,26.97,6.14,2,30,30,2018,7,25,3,0,0,0,1,2,73,0,0,0,0,1,0,0,0,0,0
2018-03-25,31.9,19.3,25.7,36.0,20.3,28.0,0.2,0.2,0.0,1,10.7,24.8,114,22.22,4.98,6,13,13,2018,3,25,1,1,0,0,0,1,49,0,0,0,1,0,0,0,0,0,0
2020-09-20,26.5,17.0,22.4,29.5,18.3,24.2,0.0,0.0,0.0,0,9.0,23.8,332,24.04,4.59,6,39,39,2020,9,20,3,1,0,1,0,3,45,0,0,0,0,0,0,0,0,0,0
2021-10-07,30.7,19.4,24.5,30.5,20.1,24.3,0.0,0.0,0.0,0,14.0,35.3,119,22.89,5.49,3,41,41,2021,10,7,4,0,0,0,1,3,83,0,0,0,0,0,0,0,0,0,0
2019-02-18,17.8,11.7,14.8,17.9,10.5,13.6,0.0,0.0,0.0,0,13.5,31.3,83,18.17,2.93,0,8,8,2019,2,18,1,0,0,0,1,4,87,0,0,1,0,0,0,0,0,0,0
2018-11-04,24.9,16.9,20.5,26.9,16.0,21.4,0.0,0.0,0.0,0,11.3,25.6,4,15.13,3.03,6,45,45,2018,11,4,4,1,0,1,0,3,47,0,1,0,0,0,0,0,0,0,0
2018-03-15,24.0,12.4,17.8,25.3,11.7,18.2,0.4,0.4,0.0,3,11.3,31.3,104,20.22,3.62,3,11,11,2018,3,15,1,0,0,0,1,1,96,0,0,0,1,0,0,0,0,0,0
2017-10-06,27.5,21.4,23.6,31.8,25.1,27.2,2.6,2.6,0.0,6,9.1,22.3,93,19.04,3.73,4,41,41,2017,10,6,4,0,0,0,1,3,88,0,0,0,0,0,1,0,0,0,0
2018-10-20,20.4,17.5,18.9,22.0,19.4,20.8,17.3,17.3,0.0,24,8.3,19.4,5,5.39,1.12,5,42,42,2018,10,20,4,1,0,0,0,3,93,0,0,0,0,0,0,1,0,0,0
2017-10-28,16.8,10.0,13.1,14.6,7.4,10.3,0.0,0.0,0.0,0,10.5,25.6,25,19.2,3.49,5,44,44,2017,10,28,4,1,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0
2018-04-15,25.4,13.9,19.5,23.6,11.1,16.8,0.0,0.0,0.0,0,16.4,40.3,121,29.13,6.24,6,16,16,2018,4,15,2,1,0,1,0,1,54,0,0,0,0,0,0,0,0,0,0
2018-03-05,29.5,17.9,23.4,31.1,18.9,24.9,0.0,0.0,0.0,0,9.2,24.8,82,19.8,4.07,0,10,10,2018,3,5,1,0,0,0,1,1,96,1,0,0,0,0,0,0,0,0,0
2017-08-31,33.2,24.8,28.9,34.5,25.5,29.6,0.0,0.0,0.0,0,9.9,28.4,128,23.26,5.62,3,36,36,2017,8,31,3,0,0,0,1,2,74,1,0,0,0,0,0,0,0,0,0
2020-04-18,27.3,19.9,23.7,30.7,21.9,26.5,0.4,0.4,0.0,1,13.7,31.0,102,20.42,4.04,5,16,16,2020,4,18,2,1,0,0,0,1,32,0,0,0,1,0,0,0,0,0,0
2020-06-27,29.4,22.1,25.5,32.2,26.0,29.0,2.7,2.7,0.0,9,11.8,31.0,107,15.95,3.52,5,26,26,2020,6,27,2,1,0,0,0,2,60,0,0,0,0,1,0,0,0,0,0
2019-01-18,24.0,15.5,18.7,25.8,15.8,19.7,0.2,0.2,0.0,1,8.1,21.2,161,13.16,2.48,4,3,3,2019,1,18,1,0,0,0,1,4,100,0,0,0,1,0,0,0,0,0,0
2021-07-16,31.0,21.9,26.1,36.6,24.7,29.6,0.0,0.0,0.0,0,10.3,28.4,107,24.93,5.31,4,29,29,2021,7,16,3,0,0,0,1,2,70,1,0,0,0,0,0,0,0,0,0
2020-06-25,29.9,21.7,24.9,33.0,25.6,28.1,0.2,0.2,0.0,1,18.4,45.7,93,24.64,5.14,3,26,26,2020,6,25,2,0,0,0,1,2,56,0,0,0,1,0,0,0,0,0,0
2020-08-23,30.5,22.5,26.2,33.3,25.7,28.9,0.0,0.0,0.0,0,10.1,28.1,94,23.73,5.22,6,35,35,2020,8,23,3,1,0,1,0,2,47,1,0,0,0,0,0,0,0,0,0
2019-04-29,30.5,19.8,24.8,32.5,21.4,26.6,0.0,0.0,0.0,0,14.5,36.0,112,21.38,4.92,0,18,18,2019,4,29,2,0,0,0,1,1,80,0,0,1,0,0,0,0,0,0,0
2021-05-02,34.9,16.9,25.9,35.1,16.7,26.5,0.0,0.0,0.0,0,11.6,26.6,217,29.19,6.64,6,19,19,2021,5,2,2,1,0,1,0,1,40,0,0,0,0,0,0,0,0,0,0
2017-03-23,27.9,15.8,21.6,27.8,15.9,21.7,0.0,0.0,0.0,0,22.7,52.9,116,22.05,4.86,3,13,13,2017,3,23,1,0,0,0,1,1,77,0,0,1,0,0,0,0,0,0,0
2019-06-03,31.5,22.2,26.3,33.3,25.8,29.0,0.0,0.0,0.0,0,19.0,47.5,115,21.72,5.13,0,23,23,2019,6,3,2,0,0,0,1,2,94,0,0,1,0,0,0,0,0,0,0
2017-11-12,23.5,16.6,19.7,25.2,17.4,21.3,0.7,0.7,0.0,6,9.4,20.9,59,13.55,2.45,6,47,47,2017,11,12,4,1,0,0,0,3,32,0,0,0,1,0,0,0,0,0,0
2020-03-15,26.9,19.0,22.9,26.9,21.2,24.0,0.0,0.0,0.0,0,19.3,45.4,107,15.16,3.65,6,12,12,2020,3,15,1,1,0,1,0,1,73,0,0,1,0,0,0,0,0,0,0
2019-11-09,17.3,11.8,14.3,16.9,11.1,13.9,0.0,0.0,0.0,0,8.3,22.3,80,12.33,1.94,5,45,45,2019,11,9,4,1,0,0,0,3,73,0,0,1,0,0,0,0,0,0,0
2022-11-21,12.0,5.9,8.6,10.5,3.9,6.9,1.5,1.5,0.0,12,9.0,20.5,39,9.08,1.25,0,48,48,2022,11,21,4,0,1,0,0,3,56,0,0,0,1,0,0,0,0,0,0
2020-08-22,33.2,22.9,27.8,35.6,24.5,29.4,0.0,0.0,0.0,0,10.7,30.6,111,26.82,6.45,5,34,34,2020,8,22,3,1,0,0,0,2,71,1,0,0,0,0,0,0,0,0,0
2020-03-10,23.8,17.4,20.1,24.8,18.9,21.6,0.0,0.0,0.0,0,10.7,27.0,97,11.9,2.4,1,11,11,2020,3,10,1,0,0,0,1,1,86,0,0,1,0,0,0,0,0,0,0
2021-10-01,29.1,22.1,24.6,32.4,25.5,28.0,1.2,1.2,0.0,6,11.7,23.0,57,13.57,2.95,4,40,40,2021,10,1,4,0,0,0,1,3,80,0,0,0,1,0,0,0,0,0,0
2019-11-23,19.0,15.8,17.3,20.5,16.6,18.3,1.2,1.2,0.0,6,8.0,21.2,60,8.45,1.43,5,47,47,2019,11,23,4,1,0,0,0,3,90,0,0,0,1,0,0,0,0,0,0
